瘤痢,斥档,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公
冕玫,2010,2010-10-13, ,2010-10-25, , , , , , , ,2010-10-13, ,2010-10-23, , , , , , , 
冕玫,2011,2011-10-12, ,2011-10-26, , , , , , , ,2011-10-11, ,2011-10-23, , , , , , , 
冕玫,2012,2012-10-14, ,2012-10-26, , , , , , , ,2012-10-15, ,2012-10-24, , , , , , , 
冕玫,2013,2013-10-23, ,2013-11-03, , , , , , , ,2013-10-21, ,2013-11-03, , , , , , , 
冕玫,2014,2014-10-28, , , , , , , , , ,2014-10-19, , , , , , , , , 
冕玫,2015,2015-10-28, ,2015-11-06, , , , , , , ,2015-10-30, ,2015-11-13, , , , , , , 
怕归,1986,1986-10-04,-2老,搬螟,—, , ,1986-10-25, ,搬螟,—, , , , , , , , , , 
怕归,1987,1987-09-25,-11老,搬螟,—, , ,1987-10-15, ,搬螟,—, , , , , , , , , , 
怕归,1988,1988-09-29,-7老,搬螟,—, , ,1988-10-13, ,搬螟,—, , , , , , , , , , 
怕归,1989,1989-09-25,-11老,搬螟,—, , ,1989-10-15, ,搬螟,—, , , , , , , , , , 
怕归,1990,1990-09-25,-11老,搬螟,—, , ,1990-10-15, ,搬螟,—, , , , , , , , , , 
怕归,1991,1991-09-24,-12老,搬螟,—, , ,1991-10-15, , , ,搬螟,—,搬螟,—, , , , , , 
怕归,1992,1992-09-26,-10老, , , , ,1992-10-16, , , , , , , , , , , , , 
怕归,1993,1993-09-23,-13老,1993-10-01,-16老, , ,1993-10-17, , , ,1993-09-26,-11老,1993-10-01,-15老, , , , , , 
怕归,1994,1994-09-22,-14老,1994-10-03,-14老, , ,1994-10-16, , , ,1994-09-24,-13老,1994-10-03,-13老, , , , , , 
怕归,1995,1995-09-21,-15老,1995-10-10,-7老, , , , , , ,1995-09-23,-14老,1995-10-10,-6老, , , , , , 
怕归,1996,1996-09-27,-9老,1996-10-12,-5老, , , , , , ,1996-10-01,-6老,1996-10-12,-4老, , , , , , 
怕归,1997,1997-09-30,-6老,1997-10-13,-4老, , , , , , ,1997-10-04,-3老,1997-10-13,-3老, , , , , , 
怕归,1998,1998-10-04,-2老,1998-10-16,-1老, , , , , , ,1998-10-06,-1老,1998-10-16,0老, , , , , , 
怕归,1999,1999-10-05,-1老,1999-10-25,8老, , , , , , ,1999-10-05,-2老,1999-10-25,9老, , , , , , 
怕归,2000,2000-10-12,6老,2000-10-23,6老, , , , , , ,2000-10-07,0老,2000-10-19,3老, , , , , , 
怕归,2001,2001-10-16,10老,2001-10-25,8老, , , , , , ,2001-10-11,4老,2001-10-23,7老, , , , , , 
怕归,2002,2002-10-15,9老,2002-10-22,5老, , , , , , ,2002-10-08,1老,2002-10-21,5老, , , , , , 
怕归,2003,2003-10-13,7老,2003-10-20,3老, , , , , , ,2003-10-07,0老,2003-10-18,2老, , , , , , 
怕归,2004,2004-10-10,4老,2004-10-17,0老, , , , , , ,2004-10-05,-2老,2004-10-15,-1老, , , , , , 
怕归,2005,2005-10-14,8老,2005-10-20,3老, , , , , , ,2005-10-11,4老,2005-10-17,1老, , , , , , 
怕归,2006,2006-10-15,9老,2006-10-20,3老, , , , , , ,2006-10-15,8老,2006-10-20,4老, , , , , , 
怕归,2007,2007-10-18,12老,2007-10-23,6老, , , , , , ,2007-10-21,14老,2007-10-23,7老, , , , , , 
怕归,2008,2008-10-15,9老,2008-10-20,3老, , , , , , ,2008-10-18,11老, , , , , , , , 
全玫,1990,1990-09-18,-25老,1990-10-26,0老, , ,1990-11-01, ,1990-11-24, ,1990-09-29,-12老,1990-10-26,1老, , ,1990-11-03, ,1990-11-26, 
全玫,1991,1991-09-15,-28老,1991-10-25,-1老, , , , , , ,1991-09-17,-24老,1991-10-24,-1老, , , , , , 
全玫,1992,1992-09-28,-15老,1992-10-20,-6老, , , , , , ,1992-09-25,-16老,1992-10-23,-2老, , , , , , 
全玫,1993,1993-10-01,-12老,1993-10-17,-9老, , , , , , ,1993-09-28,-13老,1993-10-20,-5老, , , , , , 
全玫,1994,1994-10-11,-2老,1994-10-25,-1老, , , , , , ,1994-10-07,-4老,1994-10-23,-2老, , , , , , 
全玫,1995,1995-10-09,-4老,1995-10-24,-2老, , , , , , ,1995-10-08,-3老,1995-10-22,-3老, , , , , , 
全玫,1996,1996-10-10,-3老,1996-10-22,-4老, , , , , , ,1996-10-12,1老,1996-10-23,-2老, , , , , , 
全玫,1997,1997-10-11,-2老,1997-10-21,-5老, , , , , , ,1997-10-13,2老,1997-10-24,-1老, , , , , , 
全玫,1998,1998-10-20,7老,1998-10-30,4老, , , , , , ,1998-10-16,5老,1998-10-28,3老, , , , , , 
全玫,1999,1999-10-22,9老,1999-11-01,6老, , , , , , ,1999-10-20,9老,1999-10-30,5老, , , , , , 
全玫,2000,2000-10-19,6老,2000-10-30,4老, , , , , , ,2000-10-16,5老,2000-10-28,3老, , , , , , 
全玫,2001,2001-10-16,3老,2001-10-26,0老, , , , , , ,2001-10-12,1老,2001-10-24,-1老, , , , , , 
全玫,2002,2002-10-15,2老,2002-10-22,-4老, , , , , , ,2002-10-12,1老,2002-10-19,-6老, , , , , , 
全玫,2003,2003-10-20,7老,2003-10-27,1老, , , , , , ,2003-10-13,2老,2003-10-20,-5老, , , , , , 
全玫,2004,2004-10-16,3老,2004-10-24,-2老, , , , , , ,2004-10-18,7老,2004-10-25,0老, , , , , , 
全玫,2005,2005-10-18,5老, , , , , , , , ,2005-10-21,10老, , , , , , , , 
全玫,2006,2006-10-16,3老,2006-10-25,-1老, , , , , , ,2006-10-20,9老,2006-10-29,4老, , , , , , 
全玫,2007,2007-10-26,13老,2007-11-08,13老, , , , , , ,2007-10-20,9老,2007-11-02,8老, , , , , , 
悼滴玫,1998,1998-10-21,2老,1998-11-01,5老, , , , , , ,1998-10-22,1老,1998-11-02,4老, , , , , , 
悼滴玫,1999,1999-10-18,-1老,1999-10-28,1老, , , , , , ,1999-10-21,0老,1999-10-30,1老, , , , , , 
悼滴玫,2000,2000-10-16,-3老,2000-10-21,-6老, , , , , , ,2000-10-20,-1老,2000-10-26,-3老, , , , , , 
悼滴玫,2001,2001-10-16,-3老,2001-10-26,-1老, , , , , , ,2001-10-24,3老,2001-10-31,2老, , , , , , 
悼滴玫,2002,2002-10-14,-5老,2002-10-23,-4老, , , , , , ,2002-10-15,-6老,2002-10-23,-6老, , , , , , 
悼滴玫,2003,2003-10-15,-4老,2003-10-23,-4老, , , , , , ,2003-10-16,-5老,2003-10-23,-6老, , , , , , 
悼滴玫,2004,2004-10-12,-7老,2004-10-19,-8老, , , , , , ,2004-10-11,-10老,2004-10-21,-8老, , , , , , 
悼滴玫,2005,2005-10-17,-2老,2005-10-28,1老, , , , , , ,2005-10-15,-6老,2005-10-26,-3老, , , , , , 
悼滴玫,2006,2006-10-28,9老,2006-11-06,10老, , , , , , ,2006-10-25,4老,2006-11-05,7老, , , , , , 
悼滴玫,2007,2007-10-18,-1老,2007-10-26,-1老, , , , , , ,2007-10-20,-1老,2007-10-27,-2老, , , , , , 
悼滴玫,2008,2008-10-19,0老,2008-10-26,-1老, , , , , , ,2008-10-20,-1老,2008-10-27,-2老, , , , , , 
悼滴玫,2009,2009-10-15,-4老,2009-10-22,-5老, , , , , , ,2009-10-12,-9老,2009-10-22,-7老, , , , , , 
悼滴玫,2010,2010-10-19,0老,2010-10-30,3老, , , , , , ,2010-10-26,5老,2010-11-03,5老, , , , , , 
悼滴玫,2011,2011-10-17,-2老,2011-10-24,-3老, , , , , , ,2011-10-21,0老,2011-10-31,2老, , , , , , 
悼滴玫,2012,2012-10-26,7老,2012-10-30,3老, , , , , , ,2012-10-29,8老,2012-11-03,5老, , , , , , 
悼滴玫,2013,2013-10-21,2老,2013-10-28,1老, , , , , , ,2013-10-23,2老,2013-10-28,-1老, , , , , , 
悼滴玫,2014,2014-10-20,1老,2014-10-31,4老, , , , , , ,2014-10-23,2老,2014-11-05,7老, , , , , , 
荐盔,1985,1985-10-16,-6老, , , , , , , , , , , , , , , , , , 
荐盔,1986,1986-10-13,-9老, , , , , , , , , , , , , , , , , , 
荐盔,1989,1989-10-09,-13老,1989-10-13,-19老, , ,1989-10-17, ,1989-10-22, , , , , , , , , , , 
荐盔,1990,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—, , , , , , , , , , 
荐盔,1991,1991-10-14,-8老,1991-10-26,-6老, , , , , , ,1991-10-12,-9老,1991-10-24,-9老, , , , , , 
荐盔,1992,1992-10-18,-4老,1992-10-28,-4老, , , , , , ,1992-10-14,-7老,1992-10-25,-8老, , , , , , 
荐盔,1993,1993-10-15,-7老,1993-10-25,-7老, , , , , , ,1993-10-13,-8老,1993-10-24,-9老, , , , , , 
荐盔,1994,1994-10-23,1老,1994-11-04,3老, , , , , , ,1994-10-21,0老,1994-11-02,0老, , , , , , 
荐盔,1995,1995-10-20,-2老,1995-11-02,1老, , , , , , ,1995-10-18,-3老,1995-11-01,-1老, , , , , , 
荐盔,1996,1996-10-20,-2老, , , , , , , , ,1996-10-22,1老, , , , , , , , 
荐盔,1997,1997-10-14,-8老,1997-10-19,-13老, , , , , , ,1997-10-18,-3老,1997-10-26,-7老, , , , , , 
荐盔,1998,1998-10-20,-2老,1998-10-29,-3老, , , , , , ,1998-10-24,3老,1998-11-01,-1老, , , , , , 
荐盔,1999,1999-10-26,4老,1999-10-30,-2老, , , , , , ,1999-10-28,7老,1999-11-01,-1老, , , , , , 
荐盔,2000,2000-10-16,-6老,2000-10-25,-7老, , , , , , ,2000-10-19,-2老,2000-10-26,-7老, , , , , , 
荐盔,2001,2001-10-16,-6老,2001-10-24,-8老, , , , , , ,2001-10-22,1老,2001-10-30,-3老, , , , , , 
荐盔,2002,2002-10-14,-8老,2002-10-23,-9老, , , , , , ,2002-10-18,-3老,2002-10-27,-6老, , , , , , 
荐盔,2003,2003-10-24,2老,2003-11-02,1老, , ,2003-11-03, ,2003-11-15, ,2003-10-26,5老,2003-11-15,13老, , ,2003-11-11, , , 
荐盔,2004,2004-10-26,4老,2004-11-08,7老, , , , , , ,2004-10-25,4老,2004-11-09,7老, , , , , , 
荐盔,2005,2005-10-24,2老,2005-11-03,2老, , , , , , ,2005-10-22,1老,2005-11-02,0老, , , , , , 
荐盔,2006,2006-10-26,4老,2006-11-04,3老, , , , , , ,2006-10-29,8老,2006-11-10,8老, , , , , , 
荐盔,2007,2007-10-22,0老,2007-11-03,2老, , , , , , ,2007-11-05,15老,2007-11-13,11老, , , , , , 
荐盔,2008,2008-10-18,-4老,2008-10-27,-5老, , , , , , ,2008-10-28,7老,2008-11-02,0老, , , , , , 
荐盔,2009,2009-10-20,-2老,2009-11-01,0老, , , , , , ,2009-10-20,-1老,2009-11-01,-1老, , , , , , 
荐盔,2010,2010-10-18,-4老,2010-11-07,6老, , , , , , ,2010-10-19,-2老,2010-11-07,5老, , , , , , 
荐盔,2011,2011-10-22,0老,2011-10-29,-3老, , , , , , ,2011-10-20,-1老,2011-10-29,-4老, , , , , , 
荐盔,2012,2012-10-27,5老,2012-11-05,4老, , , , , , ,2012-10-16,-5老,2012-10-25,-8老, , , , , , 
荐盔,2013,2013-11-05,14老,2013-11-13,12老, , , , , , ,2013-10-24,3老,2013-11-05,3老, , , , , , 
荐盔,2014,2014-10-22,0老,搬螟,—, , , , , , ,2014-10-14,-7老,搬螟,—, , , , , , 
荐盔,2015,2015-10-20,-2老,2015-11-09,8老, , , , , , ,2015-10-15,-6老,2015-11-09,7老, , , , , , 
荐盔,2016,2016-10-28,6老,2016-11-03,2老, , , , , , ,2016-10-22,1老,2016-10-30,-3老, , , , , , 
荐盔,2017,2017-10-27,5老,2017-11-02,1老, , , , , , ,2017-10-24,3老,2017-10-31,-2老, , , , , , 
荐盔,2018,2018-10-22,0老,2018-10-28,-4老, , , , , , ,2018-10-21,0老,2018-10-28,-5老, , , , , , 
荐盔,2019,2019-10-20,-2老,2019-11-01,0老, , , , , , ,2019-10-18,-3老,2019-10-29,-4老, , , , , , 
荐盔,2020,2020-10-26,4老,2020-11-09,8老, , , , , , ,2020-10-23,2老,2020-11-09,7老, , , , , , 
荐盔,2021,2021-10-30,8老,2021-11-05,4老, , , , , , ,2021-10-26,5老,2021-11-03,1老, , , , , , 
荐盔,2022,2022-10-26,4老,2022-11-02,1老, , , , , , ,2022-10-23,2老,2022-11-05,3老, , , , , , 
荐盔,2023,2023-10-27,5老,2023-11-04,3老, , , , , , ,2023-10-28,7老,2023-11-18,16老, , , , , , 
剧乞,1986,1986-10-23,5老,1986-10-30,3老, , , , , , , , , , , , , , , , 
剧乞,1987,1987-10-26,8老,1987-11-03,7老, , , , , , , , , , , , , , , , 
剧乞,1988,1988-10-20,2老,1988-11-01,5老, , ,搬螟,—,1988-11-14, , , , , , , , , , , 
剧乞,1989,1989-10-08,-10老,1989-10-14,-13老, , ,搬螟,—,搬螟,—, , , , , , , , , , 
剧乞,1990,1990-10-04,-14老,1990-10-17,-10老, , ,1990-10-23, ,1990-11-04, ,1990-10-02,-15老,1990-10-20,-6老, , ,1990-10-27, ,1990-11-11, 
剧乞,1991,1991-10-14,-4老,1991-10-25,-2老, , , , , , ,1991-10-19,2老,1991-10-28,2老, , , , , , 
剧乞,1992,1992-10-03,-15老,1992-10-25,-2老, , , , , , ,1992-09-30,-17老,1992-10-22,-4老, , , , , , 
剧乞,1993,1993-10-02,-16老,1993-10-18,-9老, , , , , , ,1993-09-30,-17老,1993-10-19,-7老, , , , , , 
剧乞,1994,1994-10-10,-8老,1994-10-22,-5老, , , , , , ,1994-10-09,-8老,1994-10-23,-3老, , , , , , 
剧乞,1995,1995-10-13,-5老,1995-10-23,-4老, , , , , , ,1995-10-11,-6老,1995-10-24,-2老, , , , , , 
剧乞,1996,1996-10-21,3老,1996-10-27,0老, , , , , , ,1996-10-20,3老,1996-10-25,-1老, , , , , , 
剧乞,1997,1997-10-11,-7老,1997-10-19,-8老, , , , , , ,1997-10-14,-3老,1997-10-21,-5老, , , , , , 
剧乞,1998,1998-10-15,-3老,1998-10-31,4老, , , , , , ,1998-10-13,-4老,1998-10-26,0老, , , , , , 
剧乞,1999,1999-10-28,10老,1999-11-03,7老, , , , , , ,1999-10-26,9老,1999-11-02,7老, , , , , , 
剧乞,2000,2000-10-20,2老,2000-10-26,-1老, , , , , , ,2000-10-16,-1老,2000-10-21,-5老, , , , , , 
剧乞,2001,2001-10-29,11老,2001-11-05,9老, , , , , , ,2001-10-23,6老,2001-10-31,5老, , , , , , 
剧乞,2002,2002-10-23,5老,2002-10-29,2老, , , , , , ,2002-10-19,2老,2002-10-26,0老, , , , , , 
剧乞,2003,2003-10-18,0老,2003-10-25,-2老, , , , , , ,2003-10-16,-1老,2003-10-24,-2老, , , , , , 
剧乞,2004,2004-10-15,-3老,2004-10-23,-4老, , , , , , ,2004-10-12,-5老,2004-10-21,-5老, , , , , , 
剧乞,2005,2005-10-21,3老,2005-10-29,2老, , , , , , ,2005-10-20,3老,2005-10-28,2老, , , , , , 
剧乞,2006,2006-10-20,2老,2006-10-26,-1老, , , , , , ,2006-10-23,6老,2006-10-29,3老, , , , , , 
剧乞,2007,2007-10-23,5老,2007-10-30,3老, , , , , , ,2007-10-24,7老,2007-10-31,5老, , , , , , 
剧乞,2008,2008-10-22,4老,2008-10-29,2老, , , , , , ,2008-10-26,9老,2008-11-03,8老, , , , , , 
捞玫,1988,1988-10-08,-8老,1988-10-16,-10老, , ,搬螟,—,1988-11-10, , , , , , , , , , , 
捞玫,1989,1989-10-10,-6老,1989-10-17,-9老, , ,搬螟,—,搬螟,—, , , , , , , , , , 
捞玫,1990,1990-10-09,-7老,1990-10-15,-11老, , ,1990-10-20, ,1990-11-10, , , , , , , , , , , 
捞玫,1991,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
捞玫,1993,1993-10-11,-5老,1993-10-20,-6老, , , , , , , , , , , , , , , , 
捞玫,1994,1994-10-13,-3老,1994-10-24,-2老, , , , , , , , , , , , , , , , 
捞玫,1995,1995-10-16,0老,1995-10-29,3老, , , , , , ,1995-11-02,14老,1995-11-11,15老, , , , , , 
捞玫,1996,1996-10-13,-3老,1996-10-21,-5老, , , , , , , , , , , , , , , , 
捞玫,1997,1997-10-09,-7老,1997-10-17,-9老, , , , , , , , , , , , , , , , 
捞玫,1998,1998-10-15,-1老,1998-10-31,5老, , , , , , ,1998-10-13,-6老,1998-10-26,-1老, , , , , , 
捞玫,1999,1999-10-13,-3老,1999-10-28,2老, , , , , , ,1999-10-11,-8老,1999-10-24,-3老, , , , , , 
捞玫,2000,2000-10-11,-5老,2000-10-25,-1老, , , , , , ,2000-10-12,-7老,2000-10-26,-1老, , , , , , 
捞玫,2001,2001-10-12,-4老,2001-10-26,0老, , , , , , ,2001-10-13,-6老,2001-10-26,-1老, , , , , , 
捞玫,2002,2002-10-18,2老,2002-10-25,-1老, , , , , , ,2002-10-20,1老,2002-10-26,-1老, , , , , , 
捞玫,2003,2003-10-16,0老,2003-10-28,2老, , , , , , ,2003-10-19,0老,2003-10-27,0老, , , , , , 
捞玫,2004,2004-10-12,-4老,2004-10-25,-1老, , , , , , ,2004-10-10,-9老,2004-10-18,-9老, , , , , , 
捞玫,2005,2005-10-20,4老,2005-10-27,1老, , , , , , ,2005-10-21,2老,2005-10-28,1老, , , , , , 
捞玫,2006,2006-10-18,2老,2006-10-26,0老, , , , , , ,2006-10-22,3老,2006-10-29,2老, , , , , , 
捞玫,2007,2007-10-17,1老,2007-10-25,-1老, , , , , , ,2007-10-21,2老,2007-10-26,-1老, , , , , , 
捞玫,2008,2008-10-20,4老,2008-10-27,1老, , , , , , ,2008-10-23,4老,2008-10-28,1老, , , , , , 
捞玫,2009,2009-10-19,3老,2009-10-26,0老, , , , , , ,2009-10-20,1老,2009-10-28,1老, , , , , , 
捞玫,2010,2010-10-19,3老,2010-10-28,2老, , , , , , ,2010-10-20,1老,2010-10-28,1老, , , , , , 
捞玫,2011,2011-10-17,1老,2011-10-24,-2老, , , , , , ,2011-10-18,-1老,2011-10-24,-3老, , , , , , 
捞玫,2012,2012-10-13,-3老,2012-10-26,0老, , , , , , ,2012-10-15,-4老,2012-10-26,-1老, , , , , , 
捞玫,2013,2013-10-22,6老,2013-10-29,3老, , , , , , ,2013-10-19,0老,2013-10-28,1老, , , , , , 
捞玫,2014,2014-10-15,-1老,2014-10-24,-2老, , , , , , ,2014-10-18,-1老,2014-10-27,0老, , , , , , 
颇林,2002,2002-10-16,-1老,2002-10-24,-3老, , , , , , ,2002-10-17,-1老,2002-10-25,-3老, , , , , , 
颇林,2003,2003-10-10,-7老,2003-10-17,-10老, , , , , , ,2003-10-12,-6老,2003-10-18,-10老, , , , , , 
颇林,2004,2004-09-21,-26老,2004-10-15,-12老, , , , , , ,2004-09-24,-24老,2004-10-17,-11老, , , , , , 
颇林,2005,2005-10-18,1老,2005-10-25,-2老, , , , , , ,2005-10-16,-2老,2005-10-23,-5老, , , , , , 
颇林,2006,2006-10-25,8老,2006-11-05,9老, , , , , , ,2006-10-27,9老,2006-11-07,10老, , , , , , 
颇林,2007,2007-10-22,5老,2007-10-28,1老, , , , , , ,2007-10-23,5老,2007-10-28,0老, , , , , , 
颇林,2008,2008-10-17,0老,2008-10-25,-2老, , , , , , ,2008-10-19,1老,2008-10-26,-2老, , , , , , 
颇林,2009,2009-10-11,-6老,2009-10-19,-8老, , , , , , ,2009-10-12,-6老,2009-10-19,-9老, , , , , , 
颇林,2010,2010-10-17,0老,2010-10-29,2老, , , , , , ,2010-10-23,5老,2010-11-03,6老, , , , , , 
颇林,2011,2011-10-18,1老,2011-10-28,1老, , , , , , ,2011-10-18,0老,2011-10-28,0老, , , , , , 
颇林,2012,2012-10-22,5老,2012-10-29,2老, , , , , , ,2012-10-23,5老,2012-11-01,4老, , , , , , 
颇林,2013,2013-10-22,5老,2013-11-02,6老, , , , , , ,2013-10-24,6老,2013-11-03,6老, , , , , , 
颇林,2014,2014-10-23,6老,2014-11-03,7老, , , , , , ,2014-10-25,7老,2014-11-05,8老, , , , , , 
芭力,1990,1990-10-16,-17老,1990-11-08,-6老, , ,1990-11-22, ,搬螟,—,1990-10-23,-9老,1990-11-14,-2老, , ,1990-11-21, ,搬螟,—
芭力,1991,1991-11-02,0老,1991-11-14,0老, , , , , , ,1991-10-22,-10老,1991-11-12,-4老, , , , , , 
芭力,1992,1992-10-25,-8老,1992-11-02,-12老, , , , , , ,1992-10-24,-8老,1992-11-04,-12老, , , , , , 
芭力,1993,1993-10-17,-16老,1993-10-31,-14老, , , , , , ,1993-10-15,-17老,1993-11-07,-9老, , , , , , 
芭力,1995,1995-11-14,12老,1995-11-24,10老, , , , , , ,1995-10-31,-1老,1995-11-26,10老, , , , , , 
芭力,1996,1996-10-26,-7老,1996-11-26,12老, , , , , , ,1996-10-24,-8老,1996-11-28,12老, , , , , , 
芭力,1997,1997-10-28,-5老,1997-11-18,4老, , , , , , ,1997-10-30,-2老,1997-11-30,14老, , , , , , 
芭力,1998,1998-10-31,-2老,1998-11-22,8老, , , , , , ,1998-11-05,4老,1998-11-20,4老, , , , , , 
芭力,1999,1999-10-29,-4老,1999-11-11,-3老, , , , , , ,1999-11-02,1老,1999-11-12,-4老, , , , , , 
芭力,2000,2000-11-05,3老,2000-11-17,3老, , , , , , ,2000-11-08,7老,2000-11-19,3老, , , , , , 
芭力,2001,2001-11-03,1老,2001-11-13,-1老, , , , , , ,2001-11-06,5老,2001-11-16,0老, , , , , , 
芭力,2002,2002-10-25,-8老,2002-11-04,-10老, , , , , , ,2002-10-27,-5老,2002-11-06,-10老, , , , , , 
芭力,2003,2003-11-02,0老,2003-11-13,-1老, , , , , , ,2003-11-03,2老,2003-11-14,-2老, , , , , , 
芭力,2004,2004-11-05,3老,2004-11-09,-5老, , , , , , ,2004-11-06,5老,2004-11-09,-7老, , , , , , 
芭力,2005,2005-11-06,4老,2005-11-10,-4老, , , , , , ,2005-11-04,3老,2005-11-08,-8老, , , , , , 
芭力,2006,2006-11-15,13老,2006-11-22,8老, , , , , , ,2006-11-12,11老,2006-11-20,4老, , , , , , 
芭力,2007,2007-11-14,12老,2007-11-20,6老, , , , , , ,2007-11-12,11老,2007-11-19,3老, , , , , , 
芭芒,1989,1989-10-17,-6老,搬螟,—, , ,1989-10-31, ,搬螟,—,1989-10-17,-7老,搬螟,—, , ,1989-10-31, ,搬螟,—
芭芒,1990,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
芭芒,1991,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
芭芒,1993,1993-10-16,-7老,1993-10-23,-8老, , , , , , ,1993-10-14,-10老,1993-10-22,-12老, , , , , , 
芭芒,1994,1994-10-27,4老,1994-11-01,1老, , , , , , ,1994-10-26,2老,1994-11-01,-2老, , , , , , 
芭芒,1995,1995-10-29,6老,1995-11-04,4老, , , , , , ,1995-10-29,5老,1995-11-04,1老, , , , , , 
芭芒,1996,1996-10-22,-1老,1996-10-31,0老, , , , , , ,1996-10-22,-2老,1996-10-31,-3老, , , , , , 
芭芒,1997,1997-10-16,-7老,1997-10-23,-8老, , , , , , ,1997-10-17,-7老,1997-10-23,-11老, , , , , , 
芭芒,1998,1998-10-26,3老,1998-11-05,5老, , , , , , ,1998-10-26,2老,1998-11-11,8老, , , , , , 
芭芒,1999,1999-10-19,-4老,1999-10-31,0老, , , , , , ,1999-10-22,-2老,1999-11-04,1老, , , , , , 
芭芒,2000,2000-10-23,0老,2000-10-30,-1老, , , , , , ,2000-10-23,-1老,2000-11-02,-1老, , , , , , 
芭芒,2001,2001-10-22,-1老,2001-10-30,-1老, , , , , , ,2001-10-22,-2老,2001-11-11,8老, , , , , , 
芭芒,2002,2002-10-18,-5老,2002-10-28,-3老, , , , , , ,2002-10-18,-6老,2002-10-28,-6老, , , , , , 
芭芒,2003,2003-10-19,-4老,2003-10-26,-5老, , , , , , ,2003-10-19,-5老,2003-10-26,-8老, , , , , , 
芭芒,2004,2004-10-19,-4老,2004-10-25,-6老, , , , , , ,2004-10-21,-3老,2004-10-31,-3老, , , , , , 
芭芒,2005,2005-10-25,2老,2005-11-01,1老, , , , , , ,2005-10-28,4老,2005-11-04,1老, , , , , , 
芭芒,2006,2006-10-30,7老,2006-11-06,6老, , , , , , ,2006-11-02,9老,2006-11-13,10老, , , , , , 
芭芒,2007,2007-10-30,7老,2007-11-05,5老, , , , , , ,2007-11-05,12老,2007-11-11,8老, , , , , , 
芭芒,2008,2008-11-05,13老,2008-11-11,11老, , , , , , ,2008-11-07,14老,2008-11-13,10老, , , , , , 
芭芒,2009,2009-10-28,5老,2009-11-06,6老, , , , , , ,2009-11-03,10老,2009-11-11,8老, , , , , , 
芭芒,2010,2010-10-26,3老,2010-11-03,3老, , , , , , ,2010-10-31,7老,2010-11-09,6老, , , , , , 
芭芒,2011,2011-10-17,-6老,2011-10-25,-6老, , , , , , ,2011-10-23,-1老,2011-11-03,0老, , , , , , 
芭芒,2012,2012-10-15,-8老,2012-10-23,-8老, , , , , , ,2012-10-11,-13老,2012-10-22,-12老, , , , , , 
芭芒,2013,2013-10-16,-7老,2013-10-26,-5老, , , , , , ,2013-10-09,-15老,2013-10-24,-10老, , , , , , 
芭芒,2014,2014-10-15,-8老,2014-10-24,-7老, , , , , , ,2014-10-14,-10老,2014-10-23,-11老, , , , , , 
巢秦,1989,1989-10-28,-10老,搬螟,—, , ,1989-11-27, ,搬螟,—,1989-10-28,-11老,搬螟,—, , ,1989-11-27, ,搬螟,—
巢秦,1990,1990-11-03,-4老,1990-11-11,-6老, , ,1990-11-28, ,1990-12-04, ,1990-11-03,-5老,1990-11-11,-7老, , ,1990-11-28, ,1990-12-04, 
巢秦,1991,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
巢秦,1992,1992-11-04,-3老,1992-11-18,1老, , , , , , ,1992-11-06,-2老,1992-11-17,-1老, , , , , , 
巢秦,1993,1993-11-09,2老,1993-11-15,-2老, , , , , , ,1993-11-09,1老,1993-11-15,-3老, , , , , , 
巢秦,1994,1994-11-15,8老,1994-11-25,8老, , , , , , ,1994-11-12,4老,1994-11-23,5老, , , , , , 
巢秦,1995,1995-11-17,10老,1995-11-21,4老, , , , , , ,1995-11-10,2老,1995-11-14,-4老, , , , , , 
巢秦,1996,1996-11-12,5老,1996-11-16,-1老, , , , , , ,1996-11-11,3老,1996-11-17,-1老, , , , , , 
巢秦,1997,1997-11-05,-2老,1997-11-11,-6老, , , , , , ,1997-11-05,-3老,1997-11-11,-7老, , , , , , 
巢秦,1998,1998-11-04,-3老,1998-11-16,-1老, , , , , , ,1998-11-06,-2老,1998-11-18,0老, , , , , , 
巢秦,1999,1999-11-10,3老,1999-11-27,10老, , , , , , ,1999-11-08,0老,1999-11-26,8老, , , , , , 
巢秦,2000,2000-11-12,5老,2000-11-24,7老, , , , , , ,2000-11-10,2老,2000-11-25,7老, , , , , , 
巢秦,2001,2001-11-06,-1老,2001-11-15,-2老, , , , , , ,2001-11-08,0老,2001-11-18,0老, , , , , , 
巢秦,2002,2002-10-26,-12老,2002-11-09,-8老, , , , , , ,2002-10-30,-9老,2002-11-11,-7老, , , , , , 
巢秦,2003,2003-11-03,-4老,2003-11-14,-3老, , , , , , ,2003-11-04,-4老,2003-11-15,-3老, , , , , , 
